focal_class,scene,cluster
desk,003543_2014-05-22_15-37-33_094959634447_rgbf000100-resize,0
desk,003544_2014-05-22_15-39-01_094959634447_rgbf001774-resize,0
desk,003545_2014-05-22_15-43-18_094959634447_rgbf002775-resize,0
desk,003546_2014-05-22_15-48-53_094959634447_rgbf004816-resize,0
desk,003547_2014-05-22_15-59-17_094959634447_rgbf000135-resize,0
desk,003548_2014-05-22_16-00-28_094959634447_rgbf000101-resize,0
desk,003580_2014-05-23_16-44-37_094959634447_rgbf000100-resize,0
desk,003581_2014-05-23_16-44-55_094959634447_rgbf000100-resize,1
desk,003582_2014-05-23_16-45-18_094959634447_rgbf000100-resize,3
desk,003583_2014-05-23_16-45-38_094959634447_rgbf000100-resize,0
desk,003584_2014-05-23_16-46-00_094959634447_rgbf000100-resize,0
desk,003586_2014-05-23_16-47-01_094959634447_rgbf000100-resize,0
desk,003587_2014-05-23_16-48-02_094959634447_rgbf002384-resize,0
desk,003588_2014-05-23_16-56-18_094959634447_rgbf000100-resize,1
desk,003589_2014-05-23_16-56-35_094959634447_rgbf000100-resize,0
desk,003590_2014-05-23_16-56-53_094959634447_rgbf000100-resize,1
desk,003591_2014-05-23_16-57-22_094959634447_rgbf002866-resize,0
desk,003592_2014-05-23_17-02-17_094959634447_rgbf000101-resize,0
desk,003593_2014-05-23_17-12-53_094959634447_rgbf000101-resize,0
desk,003594_2014-05-23_17-13-14_094959634447_rgbf000100-resize,1
desk,003595_2014-05-23_17-13-33_094959634447_rgbf000101-resize,0
desk,003596_2014-05-23_17-15-36_094959634447_rgbf004396-resize,0
desk,003597_2014-05-23_17-23-07_094959634447_rgbf000100-resize,0
desk,003598_2014-05-23_17-23-27_094959634447_rgbf000101-resize,0
desk,003599_2014-05-23_17-23-54_094959634447_rgbf000101-resize,0
desk,003600_2014-05-23_17-24-20_094959634447_rgbf000100-resize,0
desk,003601_2014-05-23_17-26-26_094959634447_rgbf000101-resize,0
desk,003602_2014-05-23_17-26-47_094959634447_rgbf000100-resize,0
desk,003603_2014-05-23_17-27-09_094959634447_rgbf000101-resize,0
desk,003604_2014-05-23_17-27-31_094959634447_rgbf000100-resize,0
desk,003605_2014-05-23_17-27-51_094959634447_rgbf000100-resize,1
desk,003606_2014-05-23_17-28-26_094959634447_rgbf000102-resize,1
desk,003607_2014-05-23_17-28-44_094959634447_rgbf004039-resize,0
desk,003608_2014-05-23_17-35-46_094959634447_rgbf001585-resize,0
desk,003609_2014-05-23_17-38-50_094959634447_rgbf001119-resize,0
desk,003610_2014-05-23_17-41-00_094959634447_rgbf000100-resize,0
desk,003611_2014-05-23_17-41-20_094959634447_rgbf000100-resize,0
desk,003612_2014-05-23_18-01-59_094959634447_rgbf000101-resize,0
desk,003613_2014-05-23_18-02-33_094959634447_rgbf000100-resize,0
desk,003614_2014-05-23_18-02-50_094959634447_rgbf000100-resize,3
desk,003615_2014-05-23_18-03-30_094959634447_rgbf000100-resize,3
desk,003616_2014-05-23_18-03-45_094959634447_rgbf000100-resize,3
desk,003617_2014-05-23_18-04-12_094959634447_rgbf000101-resize,1
desk,003618_2014-05-23_18-04-37_094959634447_rgbf000029-resize,3
desk,003619_2014-05-23_18-04-52_094959634447_rgbf000100-resize,3
desk,003620_2014-05-23_18-05-29_094959634447_rgbf000100-resize,0
desk,003621_2014-05-23_18-06-08_094959634447_rgbf000101-resize,0
desk,003622_2014-05-23_18-06-34_094959634447_rgbf000100-resize,0
desk,003623_2014-05-23_22-00-36_094959634447_rgbf000100-resize,0
desk,003624_2014-05-23_22-00-55_094959634447_rgbf000101-resize,1
desk,003625_2014-05-23_22-01-12_094959634447_rgbf000101-resize,1
desk,003626_2014-05-23_22-01-35_094959634447_rgbf000100-resize,0
desk,003627_2014-05-23_22-01-55_094959634447_rgbf000100-resize,1
desk,003628_2014-05-23_22-02-26_094959634447_rgbf000101-resize,5
desk,003629_2014-05-23_22-02-55_094959634447_rgbf000100-resize,5
desk,003630_2014-05-23_22-03-18_094959634447_rgbf000100-resize,8
desk,003631_2014-05-23_22-03-39_094959634447_rgbf000100-resize,1
desk,003632_2014-05-23_22-04-04_094959634447_rgbf000100-resize,8
desk,003633_2014-05-23_22-04-24_094959634447_rgbf000100-resize,2
desk,003634_2014-05-23_22-08-18_094959634447_rgbf000100-resize,0
desk,003636_2014-05-23_22-08-45_094959634447_rgbf000101-resize,0
desk,003637_2014-05-23_22-09-03_094959634447_rgbf000100-resize,0
desk,003639_2014-05-23_22-09-41_094959634447_rgbf000055-resize,3
desk,003640_2014-05-23_22-10-43_094959634447_rgbf000101-resize,0
desk,003641_2014-05-23_22-11-02_094959634447_rgbf000102-resize,0
desk,003642_2014-05-23_22-11-19_094959634447_rgbf000101-resize,5
desk,003643_2014-05-23_22-11-42_094959634447_rgbf000100-resize,0
desk,003645_2014-05-23_22-12-28_094959634447_rgbf000100-resize,1
desk,003647_2014-05-23_22-13-24_094959634447_rgbf002828-resize,1
desk,003650_2014-05-24_13-58-41_094959634447_rgbf000101-resize,1
desk,003651_2014-05-24_13-59-02_094959634447_rgbf000100-resize,1
desk,003654_2014-05-24_14-01-37_094959634447_rgbf000100-resize,0
desk,003667_2014-05-24_21-12-45_094959634447_rgbf000100-resize,0
desk,003668_2014-05-24_21-13-30_094959634447_rgbf000100-resize,0
desk,003670_2014-05-24_21-14-32_094959634447_rgbf000101-resize,0
desk,003671_2014-05-24_21-14-50_094959634447_rgbf000099-resize,0
desk,003672_2014-05-24_21-15-12_094959634447_rgbf000101-resize,2
desk,003674_2014-05-24_21-16-29_094959634447_rgbf000100-resize,2
desk,003675_2014-05-24_21-16-46_094959634447_rgbf000100-resize,2
desk,003678_2014-05-24_21-17-51_094959634447_rgbf000101-resize,3
desk,003679_2014-05-24_21-18-09_094959634447_rgbf000101-resize,0
desk,003680_2014-05-24_21-18-35_094959634447_rgbf000100-resize,0
desk,003682_2014-05-24_21-19-18_094959634447_rgbf000101-resize,0
desk,2014-12-18_11-31-54_260595134347,4
desk,2014-12-18_11-33-17_260595134347,8
desk,2014-12-18_11-34-09_260595134347,8
desk,2014-12-18_11-34-59_260595134347,2
desk,2014-12-18_11-35-27_260595134347,0
desk,2014-12-18_11-36-15_260595134347,1
desk,2014-12-18_11-36-47_260595134347,0
desk,2014-12-18_11-46-25_260595134347,5
desk,2014-12-18_11-47-49_260595134347,5
desk,2014-12-18_11-49-09_260595134347,2
desk,2014-12-18_11-49-36_260595134347,5
desk,2014-12-18_11-59-09_260595134347,0
desk,2014-12-18_12-10-39_260595134347,3
desk,2014-12-18_12-20-02_260595134347,0
desk,2014-12-18_12-21-18_260595134347,0
desk,2014-12-18_12-21-28_260595134347,0
desk,2014-12-18_12-21-42_260595134347,4
desk,2014-12-18_12-22-00_260595134347,4
desk,2014-12-18_12-22-15_260595134347,4
desk,2014-12-18_12-22-30_260595134347,4
desk,2014-12-18_12-22-42_260595134347,5
desk,2014-12-18_12-23-02_260595134347,3
desk,2014-12-18_12-23-42_260595134347,3
desk,2014-12-18_12-24-37_260595134347,2
desk,2014-12-18_13-47-15_260595134347,9
desk,2014-12-18_13-47-33_260595134347,5
desk,2014-12-18_14-02-00_260595134347,8
desk,2014-12-18_14-02-16_260595134347,1
desk,2014-12-18_14-02-30_260595134347,2
desk,2014-12-18_14-02-45_260595134347,2
desk,2014-12-18_14-03-00_260595134347,1
desk,2014-12-18_14-03-19_260595134347,1
desk,2014-12-18_14-03-46_260595134347,8
desk,2014-12-18_14-04-05_260595134347,0
desk,2014-12-18_14-07-04_260595134347,5
desk,2014-12-18_14-07-46_260595134347,5
desk,2014-12-18_14-08-12_260595134347,1
desk,2014-12-18_14-08-30_260595134347,3
desk,2014-12-18_14-11-47_260595134347,5
desk,2014-12-18_14-15-56_260595134347,3
desk,2014-12-18_15-51-42_260595134347,0
desk,2014-12-18_16-00-02_260595134347,0
desk,2014-12-18_16-00-21_260595134347,0
desk,2014-12-18_16-00-34_260595134347,0
desk,2014_10_21-11_34_33-1311000041,0
desk,2014_10_21-11_34_50-1311000041,0
desk,2014_10_21-11_35_34-1311000041,0
desk,2014_10_21-11_40_29-1311000041,0
desk,2014_10_21-11_48_34-1311000041,0
desk,2014_10_21-18_15_53-1311000073,0
desk,2014_10_21-19_01_49-1311000073,0
desk,2014_10_22-16_04_09-1311000073,0
desk,2014_10_22-16_04_35-1311000073,0
desk,2014_10_22-16_07_53-1311000073,0
desk,2014_10_22-16_08_18-1311000073,0
desk,2014_10_22-16_08_30-1311000073,0
desk,2014_10_22-16_08_45-1311000073,0
desk,2014_10_22-16_09_19-1311000073,0
desk,2014_10_22-18_37_53-1311000073,0
desk,2014_10_23-15_17_14-1311000073,0
desk,2014_10_23-15_19_29-1311000073,0
desk,2014_10_23-15_19_40-1311000073,3
desk,2014_10_23-15_25_15-1311000073,3
desk,2014_10_23-15_26_30-1311000073,0
desk,2014_10_23-15_26_44-1311000073,0
desk,2014_10_23-15_27_40-1311000073,0
desk,2014_10_23-15_27_54-1311000073,0
desk,2014_10_23-15_28_08-1311000073,0
desk,2014_10_23-15_30_21-1311000073,0
desk,2014_10_23-15_32_25-1311000073,3
desk,2014_10_23-15_47_17-1311000073,0
desk,2014_10_23-15_48_02-1311000073,0
desk,2014_10_23-15_48_20-1311000073,0
desk,2014_10_23-15_51_05-1311000073,1
desk,2014_10_24-09_33_31-1311000073,0
desk,2014_10_24-13_22_07-1311000073,0
desk,2014_10_24-13_22_28-1311000073,4
desk,2014_10_24-13_41_36-1311000073,0
desk,2014_10_24-13_41_48-1311000073,0
desk,2014_10_24-13_42_04-1311000073,0
desk,2014_10_24-13_42_23-1311000073,0
desk,2014_10_24-21_11_06-1311000073,1
desk,2014_10_25-17_09_52-1311000073,0
desk,2014_10_25-17_10_17-1311000073,0
desk,2014_10_25-17_10_36-1311000073,2
desk,2014_10_25-17_20_20-1311000073,0
desk,2014_10_25-17_21_13-1311000073,0
desk,2014_10_25-17_25_45-1311000073,0
desk,2014_10_25-17_25_59-1311000073,0
desk,2014_10_25-17_26_13-1311000073,0
desk,2014_10_25-17_47_23-1311000073,0
desk,2014_10_25-17_54_15-1311000073,0
desk,2014_10_25-17_55_31-1311000073,0
desk,2014_10_25-17_56_04-1311000073,0
desk,2014_10_25-17_56_21-1311000073,1
desk,2014_10_25-17_56_37-1311000073,0
desk,2014_10_25-17_56_51-1311000073,0
desk,2014_10_25-17_57_10-1311000073,0
desk,2014_10_26-13_53_26-1311000073,0
desk,2014_10_26-14_05_45-1311000073,0
desk,2014_10_26-14_07_19-1311000073,3
desk,2014_10_26-14_07_31-1311000073,1
desk,2014_10_26-14_07_52-1311000073,0
desk,2014_10_26-14_08_07-1311000073,0
desk,2014_10_26-14_08_19-1311000073,0
desk,2014_10_26-14_09_38-1311000073,1
desk,2014_10_26-15_19_26-1311000073,1
desk,2014_10_26-15_20_16-1311000073,1
desk,2014_10_26-15_21_02-1311000073,1
desk,2014_10_26-15_21_17-1311000073,1
desk,2014_10_26-15_22_17-1311000073,1
desk,2014_10_26-15_23_35-1311000073,0
desk,2014_10_26-15_24_35-1311000073,0
desk,2014_10_26-15_25_06-1311000073,9
desk,2014_10_26-15_25_45-1311000073,9
desk,2014_10_26-15_27_22-1311000073,5
desk,2014_10_26-15_27_38-1311000073,0
desk,2014_10_26-15_29_43-1311000073,0
desk,2014_10_26-15_29_59-1311000073,9
desk,2014_10_26-15_30_41-1311000073,0
desk,2014_10_26-15_31_10-1311000073,0
desk,2014_10_27-14_24_42-1311000073,0
desk,2014_10_27-14_30_35-1311000073,5
desk,2014_10_27-14_31_16-1311000073,5
desk,2014_10_27-14_33_12-1311000073,0
desk,2014_10_27-14_33_29-1311000073,0
desk,2014_10_27-14_33_52-1311000073,0
desk,2014_10_27-14_35_56-1311000073,0
desk,2014_10_27-14_36_44-1311000073,0
desk,2014_10_27-14_37_26-1311000073,0
desk,2014_10_27-14_38_10-1311000073,0
desk,2014_10_27-14_39_06-1311000073,0
desk,2014_10_27-14_39_48-1311000073,0
desk,2014_10_27-14_42_00-1311000073,1
desk,2014_10_27-14_45_30-1311000073,9
desk,2014_10_27-14_45_58-1311000073,0
desk,2014_10_27-14_48_24-1311000073,5
desk,2014_10_27-14_49_36-1311000073,0
desk,2014_10_27-14_49_51-1311000073,0
desk,2014_10_27-14_50_43-1311000073,0
desk,2014_10_27-14_51_18-1311000073,0
desk,2014_10_27-14_51_57-1311000073,5
desk,2014_10_27-15_13_17-1311000073,0
desk,2014_10_27-15_13_30-1311000073,0
desk,2014_10_27-15_13_46-1311000073,0
desk,2014_10_27-15_13_58-1311000073,0
desk,2014_10_27-15_36_28-1311000073,0
desk,2014_10_27-15_40_55-1311000073,0
desk,2014_10_28-14_58_56-1311000073,0
desk,2014_10_28-15_30_26-1311000073,0
desk,2014_10_28-15_31_20-1311000073,1
desk,2014_10_28-15_31_37-1311000073,3
desk,2014_10_28-15_33_13-1311000073,0
desk,2014_10_28-15_33_26-1311000073,0
desk,2014_10_28-15_39_48-1311000073,0
desk,2014_10_28-15_40_13-1311000073,0
desk,2014_10_28-15_40_30-1311000073,0
desk,2014_10_28-15_40_43-1311000073,0
desk,2014_10_28-15_41_07-1311000073,0
desk,2014_10_28-15_41_27-1311000073,0
desk,2014_10_28-15_41_41-1311000073,0
desk,2014_10_28-15_42_18-1311000073,0
desk,2014_10_28-15_42_33-1311000073,0
desk,2014_10_28-15_42_54-1311000073,0
desk,2014_10_28-15_43_08-1311000073,0
desk,2014_10_28-15_43_20-1311000073,0
desk,2014_10_28-15_43_44-1311000073,0
desk,2014_10_28-15_46_05-1311000073,0
desk,2014_10_28-15_46_19-1311000073,0
desk,2014_10_28-15_46_40-1311000073,3
desk,2014_10_28-15_46_59-1311000073,0
desk,2014_10_28-15_49_16-1311000073,0
desk,2014_10_29-16_24_47-1311000073,3
desk,2014_10_29-16_25_03-1311000073,0
desk,2014_10_30-15_39_14-1311000073,0
desk,2014_10_30-15_44_22-1311000073,1
desk,2014_10_30-16_12_28-1311000073,0
desk,2014_12_18-11_33_49-1311000073,1
desk,2014_12_18-11_34_15-1311000073,2
desk,2014_12_18-11_34_51-1311000073,4
desk,2014_12_18-11_35_09-1311000073,8
desk,2014_12_18-11_35_43-1311000073,1
desk,2014_12_18-11_41_16-1311000073,0
desk,2014_12_18-11_41_36-1311000073,0
desk,2014_12_18-11_51_02-1311000073,5
desk,2014_12_18-11_53_48-1311000073,6
desk,2014_12_18-11_59_58-1311000073,0
desk,2014_12_18-12_06_21-1311000073,3
desk,2014_12_18-12_22_05-1311000073,4
desk,2014_12_18-12_22_53-1311000073,1
desk,2014_12_18-12_23_23-1311000073,4
desk,2014_12_18-14_02_44-1311000073,1
desk,2014_12_18-14_02_58-1311000073,1
desk,2014_12_18-14_03_11-1311000073,1
desk,2014_12_18-14_03_42-1311000073,8
desk,2014_12_18-14_04_49-1311000073,2
desk,2014_12_18-14_11_39-1311000073,5
desk,img_0066,0
desk,img_0068,0
desk,img_0070,0
desk,img_0071,0
desk,img_0073,6
desk,img_0078,2
desk,img_0083,0
desk,img_0084,3
desk,img_0085,6
desk,img_0086,3
desk,img_0087,6
desk,img_0088,6
desk,img_0090,9
desk,img_0091,0
desk,img_0093,0
desk,img_0094,3
desk,img_0096,6
desk,img_0101,4
desk,img_0104,9
desk,img_0105,3
desk,img_0106,3
desk,img_0107,6
desk,img_0108,4
desk,img_0109,3
desk,img_0110,6
desk,img_0111,3
desk,img_0113,4
desk,img_0114,6
desk,img_0115,3
desk,img_0116,0
desk,img_0118,0
desk,img_0119,4
desk,img_0120,0
desk,img_0121,3
desk,img_0122,3
desk,img_0123,6
desk,img_0124,4
desk,img_0125,3
desk,img_0126,3
desk,img_0128,0
desk,img_0130,0
desk,img_0131,0
desk,img_0132,9
desk,img_0134,4
desk,img_0135,3
desk,img_0136,4
desk,img_0137,3
desk,img_0139,3
desk,img_0140,6
desk,img_0141,0
desk,img_0144,3
desk,img_0145,3
desk,img_0146,6
desk,img_0147,6
desk,img_0148,9
desk,img_0150,4
desk,img_0151,6
desk,img_0152,9
desk,img_0153,3
desk,img_0154,6
desk,img_0155,7
desk,img_0156,4
desk,img_0157,4
desk,img_0158,4
desk,img_0159,0
desk,img_0163,3
desk,img_0167,6
desk,img_0171,3
desk,img_0173,3
desk,img_0175,3
desk,img_0176,3
desk,img_0178,2
desk,img_0205,6
desk,img_0213,0
desk,img_0215,4
desk,img_0216,3
desk,img_0217,2
desk,img_0218,6
desk,img_0219,3
desk,img_0220,3
desk,img_0221,0
desk,img_0222,0
desk,img_0223,4
desk,img_0224,4
desk,img_0225,3
desk,img_0229,0
desk,img_0230,3
desk,img_0233,0
desk,img_0234,3
desk,img_0235,3
desk,img_0236,0
desk,img_0237,0
desk,img_0238,0
desk,img_0239,3
desk,img_0240,4
desk,img_0241,4
desk,img_0242,0
desk,img_0243,3
desk,img_0244,2
desk,img_0248,0
desk,img_0254,2
desk,img_0255,3
desk,img_0256,3
desk,img_0257,3
desk,img_0260,3
desk,img_0263,3
desk,img_0266,3
desk,img_0406,3
desk,img_0411,5
desk,img_0413,0
desk,img_0414,0
desk,img_0415,5
desk,img_0416,5
desk,img_0418,0
desk,img_0419,3
desk,img_0420,0
desk,img_0421,5
desk,img_0422,3
desk,img_0423,0
desk,img_0424,0
desk,img_0425,5
desk,img_0427,5
desk,img_0428,3
desk,img_0429,0
desk,img_0430,5
desk,img_0431,3
desk,img_0432,3
desk,img_0433,0
desk,img_0435,3
desk,img_0436,0
desk,img_0441,1
desk,img_0442,3
desk,img_0445,3
desk,img_0524,3
desk,img_0535,3
desk,img_0598,3
desk,img_0601,3
desk,img_0602,3
desk,img_0614,0
desk,img_0615,0
desk,img_0689,3
desk,img_0690,0
desk,img_0691,0
desk,img_0728,1
desk,img_0782,3
desk,img_0783,3
desk,img_0787,3
desk,img_0789,0
box,0000001-000000000000,7
box,0000004-000000100548,5
box,0000005-000000134064,3
box,0000005-000000157760,6
box,0000005-000000165128,6
box,0000005-000000201700,8
box,0000006-000000167580,5
box,0000006-000000270274,9
box,0000008-000000234612,7
box,0000008-000000257917,7
box,0000008-000000405240,4
box,0000009-000000302184,0
box,0000010-000000374803,9
box,0000019-000000745897,5
box,0000021-000000804384,9
box,0000026-000001005480,4
box,0000032-000125293999,6
box,0000035-000001350987,9
box,0000036-000001173060,7
box,0000049-000103632004,3
box,0000075-000112140999,7
box,0000110-000004012618,1
box,0000116-000003854340,8
box,0000136-000004524660,8
box,0000141-000130634995,7
box,0000175-000005865300,3
box,0000180-000006210807,8
box,0000189-000006301008,8
box,0000222-000008624218,8
box,0000252-000008412516,7
box,0000260-000010764763,9
box,0000284-000009485028,4
box,0000299-000010222380,7
box,0000303-000010137676,4
box,0000309-000014749186,4
box,0000315-000012893221,5
box,0000323-000010792152,3
box,0000333-000011127312,1
box,0000346-000011576667,6
box,0000347-000011918611,9
box,0000383-000016006401,8
box,0000389-000013004208,6
box,0000420-000014143752,7
box,0000429-000018199792,4
box,0000431-000014411880,0
box,0000445-000018199188,2
box,0000455-000015427707,2
box,0000456-000015249780,6
box,0000495-000016598301,1
box,0000501-000016758000,3
box,0000507-000021762490,4
box,0000550-000022931071,0
box,0000568-000019049178,5
box,0000638-000021349692,3
box,0000666-000022288140,2
box,0000667-000022321656,3
box,0000673-000027047412,4
box,0000678-000029695176,6
box,0000684-000022891428,0
box,0000706-000023988154,7
box,0000711-000023829876,8
box,0000746-000025002936,4
box,0000750-000025158464,8
box,0000750-000025231938,6
box,0000755-000025271064,3
box,0000758-000025385259,8
box,0000820-000027466587,2
box,0000841-000028589148,3
box,0000871-000029494260,6
box,0000888-000029759756,1
box,0000914-000030811551,4
box,0000923-000030901752,9
box,0000942-000031551680,3
box,0000945-000031639104,6
box,0000957-000032041296,8
box,0000975-000032644584,7
box,0000999-000044509248,8
box,0001045-000034990704,7
box,0001045-000046356432,4
box,000104_2014-05-14_22-01-47_260595134347_rgbf000152-resize,4
box,0001071-000035862120,5
box,000107_2014-04-14_00-03-38_094959634447_rgbf000052-resize,2
box,0001081-000868189026,3
box,000108_2014-04-14_00-04-29_094959634447_rgbf000114-resize,2
box,0001147-000038409336,1
box,0001149-000038618977,1
box,0001208-000040688424,1
box,0001210-000040554360,8
box,0001225-000041023584,8
box,000123_2014-04-13_23-37-59_094959634447_rgbf000226-resize,1
box,0001261-000042230160,2
box,0001296-000043403220,3
box,0001304-000043691124,6
box,0001309-000043838928,3
box,000130_2014-04-11_17-21-46-RobotInRoom_094959634447_rgbf000614-resize,1
box,0001336-000044777376,3
box,0001351-000045246600,8
box,0001352-000058820628,9
box,0001362-000057570049,4
box,0001415-000063680400,8
box,0001433-000066797388,6
box,0001442-000048765780,8
box,0001450-000048564684,8
box,0001453-000048665232,1
box,0001460-000064088719,1
box,0001464-000049057213,4
box,0001473-000049335552,7
box,0001486-000049781615,1
box,0001489-000049871808,0
box,0001531-000066998532,5
box,0001543-000051897274,4
box,0001564-000052385508,4
box,0001576-000052787700,0
box,0001576-000064551816,4
box,0001594-000070518268,4
box,0001599-000053893908,1
box,0001622-000054329436,4
box,0001642-000055045362,1
box,0001679-000070288950,1
box,0001687-000072417784,4
box,0001716-000075276984,9
box,0001759-000075119962,8
box,0001765-000059142000,6
box,0001780-000059624964,4
box,0001805-000060496380,3
box,0001857-000073835748,4
box,0001866-000062531336,7
box,0001887-000063244692,3
box,0001894-000063445788,3
box,0001913-000064116108,1
box,0001951-000084637884,4
box,0001953-000081477396,4
box,0001954-000065456748,6
box,0001982-000066395196,7
box,0001982-000066428712,4
box,0002026-000067923726,4
box,0002041-000068372640,8
box,0002067-000069263832,1
box,0002139-000071657208,6
box,0002163-000072461592,4
box,0002197-000074576760,4
box,0002257-000075678727,7
box,0002259-000099106860,4
box,0002272-000076359795,2
box,0002288-000105275902,6
box,0002299-000077019768,6
box,0002334-000078192828,3
box,0002336-000078270215,3
box,0002356-000078930180,4
box,0002369-000110343053,7
box,0002372-000103593680,8
box,0002407-000081615120,4
box,0002456-000111038508,4
box,0002478-000083019132,2
box,0002487-000108520532,8
