rank,class,scene_frequency,pct_of_scenes
5930,largedisplayedpapisonchair,1,0.01
5931,shoppingbags,1,0.01
5932,productdisplay,1,0.01
5933,parkinglot,1,0.01
5934,parkingsign,1,0.01
5935,pier1imports,1,0.01
5936,bodice,1,0.01
5937,glasspig,1,0.01
5938,dishwear,1,0.01
5939,woodstuff,1,0.01
5940,wontsubmit,1,0.01
5941,yellowplant,1,0.01
5942,windowsstructure,1,0.01
5943,yellowpot,1,0.01
5944,woodtrunk,1,0.01
5945,stuffforsale,1,0.01
5946,tablesetting,1,0.01
5947,examples,1,0.01
5948,dinnertrays,1,0.01
5949,eggplate,1,0.01
5950,shelffordishes,1,0.01
5951,legstool,1,0.01
5952,artreflextion,1,0.01
5953,lampreflextion,1,0.01
5954,redvase,1,0.01
5955,bedrolll,1,0.01
5956,certificte,1,0.01
5957,bunkbedframe,1,0.01
5958,chesterdrawers,1,0.01
5959,cupcakedecoration,1,0.01
5960,bunk,1,0.01
5961,highheelchair,1,0.01
5962,purplebeddingonsombleandbed,1,0.01
5963,beddingsetandbed,1,0.01
5964,mirroreddreser,1,0.01
5965,pinklounger,1,0.01
5966,miscitems,1,0.01
5967,faketv,1,0.01
5968,decorativesquarebedpillow,1,0.01
5969,roofsteelbar,1,0.01
5970,mattresspricetag,1,0.01
5971,decorativebedbolsterpillow,1,0.01
5972,hangingwallart,1,0.01
5973,boxwithlid,1,0.01
5974,decorativeroundbedpillow,1,0.01
5975,roundshapewoodenboard,1,0.01
5976,piullow,1,0.01
5977,middlepicture,1,0.01
5978,talldrawer,1,0.01
5979,boutiquedrawer,1,0.01
5980,bedcussion,1,0.01
5981,crownmoulding,1,0.01
5982,paintingone,1,0.01
5983,signtwo,1,0.01
5984,dresserone,1,0.01
5985,roundlamp,1,0.01
5986,squarelamp,1,0.01
5987,paintingtwo,1,0.01
5988,signone,1,0.01
5989,dressertwo,1,0.01
5990,bamboos,1,0.01
5991,steelbarroof,1,0.01
5992,singlasofa,1,0.01
5993,flowerpotwithsatnd,1,0.01
5994,sheeling,1,0.01
5995,joyce,1,0.01
5996,automan,1,0.01
5997,top-iarytree,1,0.01
5998,glassflorr,1,0.01
5999,artificialplant,1,0.01
6000,airconditioningduct,1,0.01
6001,classfloor,1,0.01
6002,largeroundottoman,1,0.01
6003,displaytag,1,0.01
6004,candleabra,1,0.01
6005,talllamp,1,0.01
6006,supportcollumn,1,0.01
6007,chaitr,1,0.01
6008,submit,1,0.01
6009,portrait,1,0.01
6010,chairsidebyside,1,0.01
6011,chairsbys,1,0.01
6012,"mirror,large",1,0.01
6013,lampwithshade,1,0.01
6014,wrap-aroundsofacouch,1,0.01
6015,sofacouch,1,0.01
6016,bachelor'schest,1,0.01
6017,couchtable,1,0.01
6018,factoryoutletsign,1,0.01
6019,closercarpetedfloor,1,0.01
6020,outsidefurniture,1,0.01
6021,hallwaydresser,1,0.01
6022,artmirror,1,0.01
6023,glasssoragecabinets,1,0.01
6024,lightingbeam,1,0.01
6025,decorativeplants,1,0.01
6026,detailcard,1,0.01
6027,buffetlamp,1,0.01
6028,roofcolumn,1,0.01
6029,driedplant,1,0.01
6030,freelawawaysign,1,0.01
6031,twinbedmatress,1,0.01
6032,bunkbedmatress,1,0.01
6033,twinbedw/canopy,1,0.01
6034,dresserknobs,1,0.01
6035,shortdresser,1,0.01
6036,woodenpallet,1,0.01
6037,inventory,1,0.01
6038,letterl,1,0.01
6039,lettere,1,0.01
6040,tansofa,1,0.01
6041,2ndceilinglight,1,0.01
6042,3rdpillow,1,0.01
6043,4thpillow,1,0.01
6044,anothertable,1,0.01
6045,2ndsofa,1,0.01
6046,2ndpillow,1,0.01
6047,largertable,1,0.01
6048,redottoman,1,0.01
6049,2ndlamp,1,0.01
6050,darkbrownchair,1,0.01
6051,windowsanddoors,1,0.01
6052,backofheadboard,1,0.01
6053,rugs,1,0.01
6054,lamphead,1,0.01
6055,colorbox,1,0.01
6056,designedcraft,1,0.01
6057,woodenarch,1,0.01
6058,whitearea,1,0.01
6059,celiing,1,0.01
6060,sofaa,1,0.01
6061,woodenblock,1,0.01
6062,topsideofsofa,1,0.01
6063,advertisementbanner,1,0.01
6064,pillw,1,0.01
6065,pillowcorner,1,0.01
6066,bedframe-head,1,0.01
6067,lamp/toys,1,0.01
6068,"wall,side",1,0.01
6069,anotherbed,1,0.01
6070,smallpillow,1,0.01
6071,bedframe-foot,1,0.01
6072,carpet/floor,1,0.01
6073,morebedsforselling,1,0.01
6074,bedsidedrawer,1,0.01
6075,productsign,1,0.01
6076,springs,1,0.01
6077,lighttrack,1,0.01
6078,extinguishersign,1,0.01
6079,tracklighting',1,0.01
6080,lanp,1,0.01
6081,trcklighting,1,0.01
6082,bedaccessory,1,0.01
6083,bedwoodenheadrest,1,0.01
6084,windoes,1,0.01
6085,blackspot,1,0.01
6086,woodendresser,1,0.01
6087,blackbed,1,0.01
6088,verticaldresser,1,0.01
6089,mintgreendresser,1,0.01
6090,pinkdresser,1,0.01
6091,mattres,1,0.01
6092,metalmeshcabinet,1,0.01
6093,tracklighting.,1,0.01
6094,chestofdrawers.,1,0.01
6095,boltoffabric,1,0.01
6096,airvent.,1,0.01
6097,tracklighting..,1,0.01
6098,ornatenightstand,1,0.01
6099,ornatedresserwithmirror,1,0.01
6100,blackdresser,1,0.01
6101,plant/tree,1,0.01
6102,whitebrickwall,1,0.01
6103,blackbookshelf,1,0.01
6104,flowerbouqet,1,0.01
6105,lampshades,1,0.01
6106,sofadisplay,1,0.01
6107,displayshelves,1,0.01
6108,saltandpeppershakers,1,0.01
6109,picturestand,1,0.01
6110,decorativepictureframe,1,0.01
6111,decorativetree,1,0.01
6112,rightpillow,1,0.01
6113,leftpiillow,1,0.01
6114,mirrordrawerset,1,0.01
6115,partiallydividingwall,1,0.01
6116,"lamp,left",1,0.01
6117,hands,1,0.01
6118,mirrorstructure,1,0.01
6119,largedresser,1,0.01
6120,bedpanel,1,0.01
6121,bedsandbedding,1,0.01
6122,wc,1,0.01
6123,lefttable,1,0.01
6124,righttable,1,0.01
6125,woodfloorboard,1,0.01
6126,loveseat/sofa,1,0.01
6127,woodwallcornerboard,1,0.01
6128,cabinetsink,1,0.01
6129,armcair,1,0.01
6130,medinecabinet,1,0.01
6131,showercurtains,1,0.01
6132,unkown,1,0.01
6133,panalledfloor,1,0.01
6134,glassstairwall,1,0.01
6135,receptionseating,1,0.01
6136,bowlandlid,1,0.01
6137,scuplture,1,0.01
6138,mirrorbaseboard,1,0.01
6139,cellularphone,1,0.01
6140,electronictoothbrush,1,0.01
6141,unknownbox,1,0.01
6142,washbasinbottomfloorlayer,1,0.01
6143,toothbrushwithstand,1,0.01
6144,washbasinupperfloorlayer,1,0.01
6145,cosmeticitems,1,0.01
6146,somedarkarea,1,0.01
6147,somecloths,1,0.01
6148,shavingrazar,1,0.01
6149,escalatorrack,1,0.01
6150,woodenhandlebar,1,0.01
6151,escilater,1,0.01
6152,tier,1,0.01
6153,coffeetabel,1,0.01
6154,flowerbox,1,0.01
6155,cocktailtable,1,0.01
6156,architecture,1,0.01
6157,blackpot,1,0.01
6158,bootles,1,0.01
6159,barshelf,1,0.01
6160,lightboard,1,0.01
6161,meetingsign,1,0.01
6162,banquettable,1,0.01
6163,framedhangingpicture,1,0.01
6164,pileofscrappaper,1,0.01
6165,microwaver,1,0.01
6166,swingingdoor,1,0.01
6167,smallsign,1,0.01
6168,tallmetalcabinet,1,0.01
6169,condimentbasket,1,0.01
6170,kitchencabinetry/sink,1,0.01
6171,utensilbins,1,0.01
6172,contrastingwallpiece,1,0.01
6173,slideingdoorcabinets,1,0.01
6174,floot,1,0.01
6175,footofdivider,1,0.01
6176,esculator,1,0.01
6177,doorsandwindows,1,0.01
6178,secondfloor,1,0.01
6179,chevalet,1,0.01
6180,tilels,1,0.01
6181,windowsillwall,1,0.01
6182,emergencylights,1,0.01
6183,metalroofdecoration,1,0.01
6184,gateddoor,1,0.01
6185,chickenn'eggssign,1,0.01
6186,jacke,1,0.01
6187,chips,1,0.01
6188,xboxone,1,0.01
6189,toiletriesdisplay,1,0.01
6190,facialtissues,1,0.01
6191,showerparts,1,0.01
6192,acpanel,1,0.01
6193,dresserdrawerknob,1,0.01
6194,deskdrawerknob,1,0.01
6195,hotelbrochure,1,0.01
6196,facecream,1,0.01
6197,exteriorwall,1,0.01
6198,exteriorbuilding,1,0.01
6199,busstop,1,0.01
6200,barcountertop,1,0.01
6201,baraccent,1,0.01
6202,streetpole,1,0.01
6203,alcohol,1,0.01
6204,toast,1,0.01
6205,bedrest,1,0.01
6206,showercurtian,1,0.01
6207,toiletflushhandle,1,0.01
6208,sinkbase,1,0.01
6209,mirior,1,0.01
6210,sinkh,1,0.01
6211,personinmiror,1,0.01
6212,lmp,1,0.01
6213,frane],1,0.01
6214,bathhead,1,0.01
6215,pamplet,1,0.01
6216,meshbasket,1,0.01
6217,browncouch,1,0.01
6218,pictureone,1,0.01
6219,picturetwo,1,0.01
6220,dresserwithmorror,1,0.01
6221,cielingfan,1,0.01
6222,dinningset,1,0.01
6223,cock,1,0.01
6224,shop'sshutter,1,0.01
6225,humans,1,0.01
6226,framedpictures,1,0.01
6227,mattressinformation,1,0.01
6228,boxforstorage/ottoman,1,0.01
6229,whitetilefloor,1,0.01
6230,pricingsign,1,0.01
6231,dressermirror,1,0.01
6232,siderailwithdrawers,1,0.01
6233,3pillos,1,0.01
6234,throwpilliow,1,0.01
6235,lmapbase,1,0.01
6236,floorsticker,1,0.01
6237,largepillow,1,0.01
6238,bedframr,1,0.01
6239,netstand,1,0.01
6240,bedhead,1,0.01
6241,bedtable,1,0.01
6242,largemirror,1,0.01
6243,bedtwo,1,0.01
6244,prices,1,0.01
6245,bedsidefurniture,1,0.01
6246,bedframestorage,1,0.01
6247,recliningchair,1,0.01
6248,pricelable,1,0.01
6249,bedwithdivider,1,0.01
6250,informationtag.,1,0.01
6251,ballarinalamp,1,0.01
6252,zebralamp,1,0.01
6253,bedmatress,1,0.01
6254,rugfloor,1,0.01
6255,stripedlamp,1,0.01
6256,pictureframe/art,1,0.01
6257,dresserwithmirroe,1,0.01
6258,comforterinabag,1,0.01
6259,nightstandtop,1,0.01
6260,highboy,1,0.01
6261,tage,1,0.01
6262,chase,1,0.01
6263,armour,1,0.01
6264,waldrobe,1,0.01
6265,wallportion,1,0.01
6266,wallsection,1,0.01
6267,discoballdecoration,1,0.01
6268,bedcovering,1,0.01
6269,bedladder,1,0.01
6270,uppermattress,1,0.01
6271,beddeskdrawer,1,0.01
6272,3waybunkbed,1,0.01
6273,extrawood,1,0.01
6274,morebedselections,1,0.01
6275,lowermattress,1,0.01
6276,mirrorwithstand,1,0.01
6277,headboardofbed,1,0.01
6278,pricetage,1,0.01
6279,chesterdrawer,1,0.01
6280,legcushion,1,0.01
6281,printedchair,1,0.01
6282,seatcousion,1,0.01
6283,waaldecor,1,0.01
6284,sectionalpricesign,1,0.01
6285,price/information,1,0.01
6286,cozychair,1,0.01
6287,post/beam,1,0.01
6288,decorativepiecefortable,1,0.01
6289,swatches/sign,1,0.01
6290,catalogues,1,0.01
6291,furnitures,1,0.01
6292,candleholders,1,0.01
6293,advertizinginformation,1,0.01
6294,redpole,1,0.01
6295,designerchair,1,0.01
6296,priceinformation,1,0.01
6297,moreinfo,1,0.01
6298,informationalsheet,1,0.01
6299,roomscreen,1,0.01
6300,doorpushbar,1,0.01
6301,lampreflection,1,0.01
6302,paintingreflection,1,0.01
6303,colorswatches,1,0.01
6304,chairpartial,1,0.01
6305,focuslightswithstand,1,0.01
6306,flowervise,1,0.01
6307,horsehead,1,0.01
6308,displayinformation,1,0.01
6309,tvcenter,1,0.01
6310,3-shelfbookshelf,1,0.01
6311,reclinerchair,1,0.01
6312,armorie,1,0.01
6313,priceta,1,0.01
6314,cabenet,1,0.01
6315,stachu,1,0.01
6316,dinningroomchair,1,0.01
6317,colorsample,1,0.01
6318,cupboarddraw,1,0.01
6319,clothbin,1,0.01
6320,bincap,1,0.01
6321,texts,1,0.01
6322,wallcoloredarea,1,0.01
6323,wallddeco,1,0.01
6324,hangingbird,1,0.01
6325,partitiondoor,1,0.01
6326,laundrymachine,1,0.01
6327,laundryholder,1,0.01
6328,familyportrait,1,0.01
6329,washingmachinedrawing,1,0.01
6330,octopuss,1,0.01
6331,outfit,1,0.01
6332,ticket,1,0.01
6333,person'sreflectioninmirror,1,0.01
6334,organizerbox,1,0.01
6335,unaidentifiable,1,0.01
6336,lightshade,1,0.01
6337,crates,1,0.01
6338,greenhouse,1,0.01
6339,woodbase,1,0.01
6340,perspn,1,0.01
6341,cannedplant,1,0.01
6342,cookietray,1,0.01
6343,framedphotos,1,0.01
6344,sofabed,1,0.01
6345,leftshadowunderneathblacksofa,1,0.01
6346,leftbottomcushionbeigesofa,1,0.01
6347,rightbackcushionbeigesofa,1,0.01
6348,advertisementbeigesofa,1,0.01
6349,shadowofbeigesofa,1,0.01
6350,elevatedblacksofa,1,0.01
6351,rightshadowunderneathblacksofa,1,0.01
6352,leftbackcushionbeigesofa,1,0.01
6353,shadowofunderneathbeigesofa,1,0.01
6354,backdisplaywall,1,0.01
6355,beigesofa,1,0.01
6356,rightbottomcushionbeigesofa,1,0.01
6357,pricetagbeigesofa,1,0.01
6358,charcoalsofa,1,0.01
6359,shadowunderneathcharcoalsofa,1,0.01
6360,documentstand,1,0.01
6361,objectshadow,1,0.01
6362,blueboard,1,0.01
6363,steelrackleg,1,0.01
6364,brandtag,1,0.01
6365,salesfloor,1,0.01
6366,pylon,1,0.01
6367,tablearray,1,0.01
6368,adsposter,1,0.01
6369,customer,1,0.01
6370,teepoy,1,0.01
6371,pixframe,1,0.01
6372,tvstation,1,0.01
6373,clothsbasket,1,0.01
6374,displayhanger,1,0.01
6375,lighttable,1,0.01
6376,containerwithplant,1,0.01
6377,redrug,1,0.01
6378,rugdisplay,1,0.01
6379,metalbinwithumbrella,1,0.01
6380,carpetdisplay,1,0.01
6381,mats,1,0.01
6382,transition,1,0.01
6383,towles,1,0.01
6384,runnertable,1,0.01
6385,whitethrowpillow,1,0.01
6386,backcounter,1,0.01
6387,lightgraythrowpillow,1,0.01
6388,eisle,1,0.01
6389,floorscreen,1,0.01
6390,floorscree,1,0.01
6391,glasscabinets,1,0.01
6392,barstools,1,0.01
6393,displaybase,1,0.01
6394,displaydivision,1,0.01
6395,woodobject,1,0.01
6396,city,1,0.01
6397,displaywindow,1,0.01
6398,salessign,1,0.01
6399,pillowrack,1,0.01
6400,endtables,1,0.01
6401,redcoach,1,0.01
6402,shelvingorganizer,1,0.01
6403,brand,1,0.01
6404,storebackground,1,0.01
6405,infoleaflet,1,0.01
6406,infodisplay,1,0.01
6407,kitchenlights,1,0.01
6408,whiteleathersofa,1,0.01
6409,greyleatherloveseat,1,0.01
6410,blackleathercouch,1,0.01
6411,leathersofa,1,0.01
6412,cubestorage,1,0.01
6413,reflectionofalight,1,0.01
6414,productbanner,1,0.01
6415,number,1,0.01
6416,opencatalog,1,0.01
6417,sweetchair,1,0.01
6418,pillowstand,1,0.01
6419,purplefuton,1,0.01
6420,infoholder,1,0.01
6421,division,1,0.01
6422,nighststand,1,0.01
6423,woodberow,1,0.01
6424,person'sback,1,0.01
6425,pillowes,1,0.01
6426,eiling,1,0.01
6427,sliper,1,0.01
6428,blackbacground,1,0.01
6429,noticestand,1,0.01
6430,bedroomshelving,1,0.01
6431,adveristingposter,1,0.01
6432,advertisingposter,1,0.01
6433,decoration.,1,0.01
6434,wallhabging,1,0.01
6435,ceilng.,1,0.01
6436,light.,1,0.01
6437,sofa.,1,0.01
6438,exitsign.,1,0.01
6439,dispa;ybin.,1,0.01
6440,fluorescenttubelights,1,0.01
6441,mirroor,1,0.01
6442,noticestant,1,0.01
6443,persons,1,0.01
6444,infosign,1,0.01
6445,sectionalcabinet,1,0.01
6446,bedshet,1,0.01
6447,filingtray,1,0.01
6448,showfloor,1,0.01
6449,blouses,1,0.01
6450,shoestorage,1,0.01
6451,nightgown,1,0.01
6452,namedecaljames,1,0.01
6453,decoumbrella,1,0.01
6454,babybottle,1,0.01
6455,prietag,1,0.01
6456,hangerwithhooks,1,0.01
6457,hankerchief,1,0.01
6458,diaperchangingstation,1,0.01
6459,storagetray,1,0.01
6460,est.,1,0.01
6461,wordbaby,1,0.01
6462,jnn,1,0.01
6463,rak,1,0.01
6464,sheet..,1,0.01
6465,animalskinrug,1,0.01
6466,stand.,1,0.01
6467,pricesign.,1,0.01
6468,person.,1,0.01
6469,comfoter,1,0.01
6470,cartorganizer,1,0.01
6471,lampframe,1,0.01
6472,circularrug,1,0.01
6473,picureframe,1,0.01
6474,socketwall,1,0.01
6475,shlf,1,0.01
6476,metaldaybed,1,0.01
6477,woodenbunkbed,1,0.01
6478,storagewall,1,0.01
6479,bunkbedwithdesk,1,0.01
6480,arrowplaque,1,0.01
6481,daybedwithnetting,1,0.01
6482,clothingbin,1,0.01
6483,bedheadrest,1,0.01
6484,telvision,1,0.01
6485,grillbinwithclothes,1,0.01
6486,loftbed,1,0.01
6487,photowall,1,0.01
6488,sideofcabinet,1,0.01
6489,lettern,1,0.01
6490,greensquare,1,0.01
6491,bear,1,0.01
6492,backofcabinet,1,0.01
6493,hazardsign,1,0.01
6494,infoboard,1,0.01
6495,pottychair,1,0.01
6496,shwlf,1,0.01
6497,tents,1,0.01
6498,ceiiling,1,0.01
6499,falseceling,1,0.01
6500,rollingtray,1,0.01
6501,postertube,1,0.01
6502,hangingdecoration,1,0.01
6503,deskchari,1,0.01
6504,nameplacard,1,0.01
6505,organizercabinet,1,0.01
6506,hangingtag,1,0.01
6507,hangtag,1,0.01
6508,wallpocket,1,0.01
6509,metalstorageshelf,1,0.01
6510,faucetnozzle,1,0.01
6511,ovencontrol,1,0.01
6512,partofthecabinetdoor,1,0.01
6513,yellowcover,1,0.01
6514,bungeecord,1,0.01
6515,bucketoftrash,1,0.01
6516,ovenhood,1,0.01
6517,maleshopper,1,0.01
6518,walldispplayofchairs,1,0.01
6519,ikeasalesign,1,0.01
6520,ikeamap,1,0.01
6521,displayitem,1,0.01
6522,warehousefloor,1,0.01
6523,warehouseboxes,1,0.01
6524,table&chairwalldisplay,1,0.01
6525,showroomwalldisplay,1,0.01
6526,walldisplay,1,0.01
6527,showroomhardwoodfloor,1,0.01
6528,largebox,1,0.01
6529,firesaver,1,0.01
6530,cornershelf,1,0.01
6531,drumscontainers,1,0.01
6532,chairsdisplay,1,0.01
6533,otherdisplays,1,0.01
6534,wallwithprice,1,0.01
6535,floorings,1,0.01
6536,chairsshowroom,1,0.01
6537,grillstand,1,0.01
6538,mechne,1,0.01
6539,boad,1,0.01
6540,trolli,1,0.01
6541,body,1,0.01
6542,warehouseceiling,1,0.01
6543,hangingdisplay,1,0.01
6544,flourescentlighting,1,0.01
6545,archway,1,0.01
6546,hallwayceilinglight,1,0.01
6547,nameofpersonorroom,1,0.01
6548,smallersectionofcinderblockwall,1,0.01
6549,mailboxslots,1,0.01
6550,smoke/carbonminoxidedetector,1,0.01
6551,drinkingwaterfountain,1,0.01
6552,firealarmbell,1,0.01
6553,houseshoes,1,0.01
6554,headframe,1,0.01
6555,imaccharger,1,0.01
6556,whiteeraseboard,1,0.01
6557,electricalcabinet,1,0.01
6558,lecturedesks,1,0.01
6559,lecturechairs,1,0.01
6560,lectureseating,1,0.01
6561,electricalcabinets,1,0.01
6562,stationarydesk,1,0.01
6563,switchbaod,1,0.01
6564,ceilingcamera,1,0.01
6565,lockerunit,1,0.01
6566,middlefrontchair,1,0.01
6567,backcarpetfloor,1,0.01
6568,fronttable,1,0.01
6569,backmiddlechair,1,0.01
6570,backtable,1,0.01
6571,backleftchair,1,0.01
6572,backrightchair,1,0.01
6573,frontdesk,1,0.01
6574,middlerightchair,1,0.01
6575,backdesk,1,0.01
6576,handrestwithwritingtable,1,0.01
6577,powersource,1,0.01
6578,blackelectricwire,1,0.01
6579,sdfc,1,0.01
6580,insulatedmug,1,0.01
6581,pluginoutlet,1,0.01
6582,partofcabinet,1,0.01
6583,storedbox,1,0.01
6584,mostofastool,1,0.01
6585,edgeofuppershelf,1,0.01
6586,stackedboxes,1,0.01
6587,undercounterlockedcabinets,1,0.01
6588,verticalcontainer,1,0.01
6589,woodenworkdesk,1,0.01
6590,pinkpicture,1,0.01
6591,blackkeyboard,1,0.01
6592,uppercabinatespace,1,0.01
6593,tangleofcords,1,0.01
6594,whitekeyboard,1,0.01
6595,largepackages,1,0.01
6596,variouselectronics,1,0.01
6597,variousblackelectronics,1,0.01
6598,penlikeobject,1,0.01
6599,computerizedmachinesandcording,1,0.01
6600,studydivider,1,0.01
6601,storagefilecabinetsandspacing,1,0.01
6602,backgroundandmorecomputerizedtechnology,1,0.01
6603,storedboxes,1,0.01
6604,wiringfromcomputers,1,0.01
6605,deskstation,1,0.01
6606,tacklebox,1,0.01
6607,sittingstool,1,0.01
6608,productbox,1,0.01
6609,productstoragecontainers,1,0.01
6610,storagecontainers,1,0.01
6611,electricinstruments,1,0.01
6612,a.c,1,0.01
6613,wirecutters,1,0.01
6614,computerpowercord,1,0.01
6615,stackpipe,1,0.01
6616,revolvingchairs,1,0.01
6617,computerspars,1,0.01
6618,ironlockers,1,0.01
6619,towerpc,1,0.01
6620,towercomputer,1,0.01
6621,bottomofposter,1,0.01
6622,chairtops,1,0.01
6623,stepshelves,1,0.01
6624,chairfrontlegs,1,0.01
6625,pinkfloorwriting,1,0.01
6626,d,1,0.01
6627,bikedisplay,1,0.01
6628,plasticfruit,1,0.01
6629,stepchair,1,0.01
6630,stairshelves,1,0.01
6631,circularseat,1,0.01
6632,hangingcord,1,0.01
6633,hourglass,1,0.01
6634,yellowbinder,1,0.01
6635,blackbinder,1,0.01
6636,anotherstep,1,0.01
6637,bluepen,1,0.01
6638,randomitems,1,0.01
6639,flooroutlet/surgeprotector,1,0.01
6640,board/projectorscreen,1,0.01
6641,microphone(mic),1,0.01
6642,compuermonitors,1,0.01
6643,comptuermonitor,1,0.01
6644,classroomfurniture,1,0.01
6645,smartboard,1,0.01
6646,phonewall,1,0.01
6647,buildings,1,0.01
6648,2ndlevelfloor,1,0.01
6649,whiteborder,1,0.01
6650,screenframemovable,1,0.01
6651,groundlevelfloor,1,0.01
6652,audiodevice,1,0.01
6653,istlevelfloor,1,0.01
6654,rowofchair,1,0.01
6655,rowsofchairs,1,0.01
6656,buildingnextdoor,1,0.01
6657,umberella,1,0.01
6658,lockerwall(left),1,0.01
6659,boothseats,1,0.01
6660,baseboard#,1,0.01
6661,doorhinges,1,0.01
6662,pairofoutlets,1,0.01
6663,boothwall,1,0.01
6664,lockerwall(right),1,0.01
6665,whitelocker,1,0.01
6666,whiteboardmakrer,1,0.01
6667,floer,1,0.01
6668,masin,1,0.01
6669,char's,1,0.01
6670,pursestrap,1,0.01
6671,classroomdoor,1,0.01
6672,dryerasebaord,1,0.01
6673,wallscuffboard,1,0.01
6674,samplebottleoflotion,1,0.01
6675,personleg,1,0.01
6676,networkadaptor,1,0.01
6677,chair6lower,1,0.01
6678,chair5lower,1,0.01
6679,chair2upper,1,0.01
6680,chair13lower,1,0.01
6681,chair5upper,1,0.01
6682,chair10upper,1,0.01
6683,chair9upper,1,0.01
6684,baglower,1,0.01
6685,chair3lower,1,0.01
6686,chair11upper,1,0.01
6687,chair12lower,1,0.01
6688,conduits,1,0.01
6689,table6-a,1,0.01
6690,chair3upper,1,0.01
6691,chair15upper,1,0.01
6692,bagupper,1,0.01
6693,chair12upper,1,0.01
6694,chair7upper,1,0.01
6695,chair8upper,1,0.01
6696,chair14upper,1,0.01
6697,chair7lower,1,0.01
6698,chair4upper,1,0.01
6699,chair4lower,1,0.01
6700,chair6upper,1,0.01
6701,posterpaper,1,0.01
6702,chairguard,1,0.01
6703,conectors,1,0.01
6704,toiletseatlid,1,0.01
6705,toiletstalldoor,1,0.01
6706,podiumdesk,1,0.01
6707,dirt,1,0.01
6708,desk/bar,1,0.01
6709,drawerstand,1,0.01
6710,cubiclefloor,1,0.01
6711,seatds,1,0.01
6712,glasswalls,1,0.01
6713,roundbench,1,0.01
6714,officeflooring,1,0.01
6715,grayroundbench,1,0.01
6716,roundedbench,1,0.01
6717,waze,1,0.01
6718,sprinklers,1,0.01
6719,flatfiledrawers,1,0.01
6720,overheadlighting,1,0.01
6721,bookshelfcontainingbooks,1,0.01
6722,shelfcontainingbooks,1,0.01
6723,woodcart,1,0.01
6724,booksextion,1,0.01
6725,woodsurface,1,0.01
6726,bookshel[,1,0.01
6727,deskandchair,1,0.01
6728,boooks,1,0.01
6729,deskwithchair,1,0.01
6730,1rowofdesksandchairs,1,0.01
6731,cunicle,1,0.01
6732,aislelabel,1,0.01
6733,circularcouch,1,0.01
6734,scrollpicture,1,0.01
6735,scrllpicture,1,0.01
6736,paperad,1,0.01
6737,outsidesign,1,0.01
6738,sanitizerbox,1,0.01
6739,traystack,1,0.01
6740,vox,1,0.01
6741,toweldispencer,1,0.01
6742,partofvent,1,0.01
6743,handhold,1,0.01
6744,persontakingpicture,1,0.01
6745,urinalreflection,1,0.01
6746,stallsreflection,1,0.01
6747,comodelid,1,0.01
6748,emergencybutton,1,0.01
6749,doorlabel,1,0.01
6750,sidevalve,1,0.01
6751,redbutton,1,0.01
6752,boardagainstwall,1,0.01
6753,chaircutout,1,0.01
6754,soapdespencer,1,0.01
6755,handliver,1,0.01
6756,safetyrod,1,0.01
6757,poasterboard,1,0.01
6758,cabinetcounter,1,0.01
6759,measuringspoons,1,0.01
6760,lauguage,1,0.01
6761,shelfwithtable,1,0.01
6762,douvet,1,0.01
6763,emptycandybox,1,0.01
6764,frogpillow,1,0.01
6765,bearpillow,1,0.01
6766,sodabottle,1,0.01
6767,stitch,1,0.01
6768,ducks,1,0.01
6769,walldevice,1,0.01
6770,typepaper,1,0.01
6771,birdpicture,1,0.01
6772,wallcubby,1,0.01
6773,prescriptiondrugsbottles,1,0.01
6774,baseballcap,1,0.01
6775,plasticorganizer,1,0.01
6776,handlotion,1,0.01
6777,booksandbags,1,0.01
6778,catch-allmessyandcluttereddesk,1,0.01
6779,unmadebed,1,0.01
6780,stuffedanimal/pillow,1,0.01
6781,"books,bagsandpapers",1,0.01
6782,cases,1,0.01
6783,waterlines,1,0.01
6784,mops,1,0.01
6785,toiletpaperusermachine,1,0.01
6786,toiletcleaningbrush,1,0.01
6787,toilettissuepaper,1,0.01
6788,toiletinlet,1,0.01
6789,waterpipeline,1,0.01
6790,waterregulator,1,0.01
6791,laminatedpapersign,1,0.01
6792,recycabletrashbin,1,0.01
6793,frameofelevator,1,0.01
6794,glasshutch,1,0.01
6795,traschcan,1,0.01
6796,coor,1,0.01
6797,tvcoord,1,0.01
6798,nozel,1,0.01
6799,sink',1,0.01
6800,sewer,1,0.01
6801,reflectionofaman,1,0.01
6802,metallid,1,0.01
6803,cleaningcloth,1,0.01
6804,labhardware,1,0.01
6805,saladdressing,1,0.01
6806,condimentpack,1,0.01
6807,rags,1,0.01
6808,doortobathroomstall,1,0.01
6809,colors,1,0.01
6810,sanitarybaseboard,1,0.01
6811,pappermat,1,0.01
6812,playingcards,1,0.01
6813,craftloom,1,0.01
6814,thumbtacks,1,0.01
6815,chinesecheckers,1,0.01
6816,craftbeadsandcording,1,0.01
6817,chainandhanger,1,0.01
6818,scoringpad,1,0.01
6819,spouch,1,0.01
6820,counterdoor,1,0.01
6821,wallundertable,1,0.01
6822,flatscreen,1,0.01
6823,conventionaloven,1,0.01
6824,whitetowel,1,0.01
6825,horizontalcabinets,1,0.01
6826,metalcounter,1,0.01
6827,darktowel,1,0.01
6828,verticalcabinets,1,0.01
6829,lostcatphoto,1,0.01
6830,woodplanks,1,0.01
6831,dishrags,1,0.01
